Original_EN_Sentence,EN_to_KR_Translation,Label
The test was easy as pie; I finished it in just fifteen minutes.,"시험은 매우 쉬웠고, 15분 만에 끝냈다.",주먹으로 물 찧기
The math test was easy-peasy; I finished it in just fifteen minutes!,수학 시험은 매우 쉬웠다. 15분 만에 끝냈다.,주먹으로 물 찧기
Every man jack of us had a great time at the party last night.,저번밤에 파티에 갔던 모든 사람들은 모두 즐거운 시간을 보냈다.,너 나 할 것 없이
She checks her phone every minute to see if he has replied to her message.,1분마다 핸드폰을 확인하여 그가 메시지에 답했는지 확인한다.,낮이고 밤이고
"After years of working together, their constant bickering made it clear that familiarity breeds contempt.",여러 해 동안 함께 일하던 두 사람의 끊임없는 다툼은 친숙함이 경멸을 낳음을 잘 보여주고 있다.,가까운 집 며느리일수록 흉이 많다
"Instead of trying to resolve the argument, she just fanned the flames by bringing up old issues.",대화가 틀어지려 할 때 오히려 그 틈을 벌여 놓는 경우를 비유적으로 이르는 말.,불붙는 데 키질하기
Her story about being abducted by aliens seemed far-fetched to everyone at the party.,그녀가 외계인에 의해 납치되었다는 이야기는 모두가 믿지 못할 것 같다는 말.,불 안 때도 절로 익는 솥
"After receiving that promotion, I felt like a million!",그 승진을 받고 나서 나는 엄청난 기쁨을 느꼈다.,잔치날에 큰상 받는 기분
"During his fit of anger, he shouted at everyone in the room without thinking.",분을 참지 못하여 방에 있는 모든 사람에게 욕을 하였다.,골 오르다
"After receiving the good news about her promotion, she was full of the joys of spring all day long.",그녀가 승진 소식을 듣고는 하루종일 기분이 좋았다는 말.,잔치날에 큰상 받는 기분
"If you don't finish that project on time, you're going to get it in the neck from the boss.",그 프로젝트를 정해진 시간 안에 끝내지 않으면 사장님으로부터 욕을 듣게 됨을 비유적으로 이르는 말.,혼뜨검 만나다
"I appreciate your honesty; just give it to me straight, no sugarcoating.",솔직하게 말해 주시겠어요?  거짓말을 하지 마시고 다르게 말하지 않아도 됩니다.,말은 바른대로 하고 큰 고기는 내 앞에 놓아라
"When he missed the deadline for the project again, his boss really gave him what for.",프로젝트 마감 기한을 또 지키지 못하자 그의 상사에게 엄하게 혼나게 됨을 비유적으로 이르는 말.,혼뜨검 만나다
"After months of trying to fix the car, I finally decided to give up and take it to the mechanic.",몇 달 동안 차를 고치려고 애쓰던 끝에 결국은 수리공에게 맡기기로 결심했다.,무릎 꿇다
"When she saw the mess he made in the kitchen, she went ballistic.",그녀가 주방을 보니 몹시 화를 냈음을 비유적으로 이르는 말.,이 갈리다
"After months of hard work, the project went down the pan when the funding was cut.",수개월간의 고된 노력 끝에 프로젝트는 자금 조달이 끊어짐을 비유적으로 이르는 말.,닭 쫓던 개 울타리 넘겨다보듯
"If you believe in your idea, just go for it and don't hold back.","자신이 믿고 있는 관용구를 사용할 때, '어떤 일을 하려고 마음을 먹었으면 그대로 하여야 함을 비유적으로 이르는 말.'이라는 의미로 사용됩니다.",맨발 벗고 나서다
"In our company, innovation and teamwork go hand in hand to achieve the best results.",우리 회사에서는 창의성과 팀워크이 함께 있어야 최고의 성과를 거둘 수 있음을 이르는 말.,거미 줄 따르듯
"After his accident, I couldn't help but think he might go home in a box if things didn't improve.",그의 사고뭉치한 행동을 보고는 '집에 돌아가다가는 상자에 담겨 들어온다'이라는 관용구를 떠올렸다.,한 줌 재가 되다
"During the meeting, she seemed to just go through the motions, rarely contributing anything meaningful to the discussion.",회의 중에 그녀는 거의 아무 말도 하지 아니하고 옴짝달싹하지 못했다.,울며 겨자 먹기
"After a long battle with illness, she finally went west last night.",오랫동안 병에 시달린 끝에 어제 밤에 세상을 떠났습니다.,한 줌 재가 되다
"When the team scored the winning goal, the fans in the stadium were going nuts!",팀이 결승골을 넣었을 때 경기장에 있는 관중들은 정신을 못 차리게 되었음을 이르는 말.,입에 게거품을 물다
He felt like a good-for-nothing after losing his job and not being able to contribute to the household.,그는 일자리를 잃고 집안에 공을 들일 수 없게 된 후에 아무런 쓸모가 없다고 느꼈다.,흑싸리 깝대기
"After weeks of dealing with his constant complaints, I finally told him to leave, and I felt a sense of good riddance.","며칠 동안 계속해서 불평을 들어서 한창 화가 나던 때를 떠올려 보았는데, 결국 그 사람을 쫓아내고 나니 좋게 느껴졌다는 말.",속 시원하다
He was caught trying to grease the palm of the city official to secure the contract.,그는 계약을 취득하기 위하여 시의원에게 뇌물을 주려고 한다는 것이 밝혀졌습니다.,약을 치다
"After finally getting the promotion, she felt as happy as a clam.",드디어 승진을 받은 그녀는 매우 행복했다.,잔치날에 큰상 받는 기분
She realized that haste makes waste when she rushed through her presentation and forgot key details.,그녀가 발표를 급히 마치려고 하다가 중요한 부분을 잊어버렸다는 것을 깨닫게 됨을 이르는 말.,급히 먹는 밥이 목이 멘다
"She always seemed to have it easy, sailing through school while others struggled.","그녀는 항상 쉬운 길을 걷는 것처럼 보였는데, 다른 사람들은 어려움을 겪고 있었다.",먹는 밥이 살로 가다
She had kittens when she realized she left her phone at the coffee shop.,그녀가 커피숍에 남긴 핸드폰을 알아차렸을 때는 발뺌을 하였다.,뒤웅박 신고 얼음판에 선 것 같다
"When she found out that her coworker had taken credit for her work, she hit the ceiling.",그녀가 자기의 업적을 남자가 빼앗았다는 것을 알게 되자 몹시 화를 내었다.,이 갈리다
"When the storm forecasted heavy rain, some people hit the panic button and rushed to buy supplies.",폭우가 쏟아질 것이라는 예보를 받은 사람들은 급히 물건을 사러 나섰다.,뒤웅박 신고 얼음판에 선 것 같다
All his claims about transforming the company in a month turned out to be nothing but hot air.,1달 안에 회사를 바꿀 수 있음을 주장하던 사람의 말은 다 허황된 것이었다.,어림 반 푼어치도 없다
"After checking all the equipment, the team confirmed they were good to go for the presentation.","모든 장비를 점검한 후, 팀은 발표를 위해 준비가 됨을 확인했다.",신들메를 조이다
I haven't seen my old college buddy in a coon's age; we really need to catch up!,오랜 친구와 만난 지 너무 오래된 것 같다. 만나서 이야기를 나눠야 할 것 같다는 말.,보리밥 한 솥 짓는 동안
He loves to swim in the ocean in the buff when no one else is around.,남의 눈에 띄지 않을 때는 아무 옷도 안 입고 바다에 들어감을 좋아함을 비유적으로 이르는 말.,실 한 오리 안 걸치다
"After the unexpected car repair, I'm really in the hole this month.",뜻밖의 차량 수리비로 이번 달에 큰 손해를 보게 됨을 이르는 말.,고슴도치 외 따 지듯
"After the storm, the boat seemed to have vanished into thin air.",폭풍이 지나간 뒤에는 배가 보이지 않음을 비유적으로 이르는 말.,단 가마에 눈
"After struggling with the project for hours, Jason realized he was just making excuses; it really is a poor workman who blames his tools.",몇 시간 동안 프로젝트에 애를 써 보아도 결국은 자기의 실력이 부족함을 깨닫게 됨을 비유적으로 이르는 말.,쓸 줄 모르는 것이 책부터 나무란다
The math test was a piece of cake; I finished it in just fifteen minutes!,수학 시험은 매우 쉬웠다. 15분 만에 끝냈다.,주먹으로 물 찧기
Make sure to keep your eyes peeled for any signs of wildlife while we're hiking in the forest.,숲속에서 산책을 하면서 야생 동물의 흔적을 잘 살펴야 한다는 말.,신경 쓰다
"After a long and fulfilling life, my grandfather finally kicked the bucket last summer.",오랜 세월을 살아온 할아버지가 여름에 세상을 떠났다는 말.,한 줌 재가 되다
"When the rain started pouring, we had to leg it to the nearest cafe to stay dry.","비가 쏟아지기 시작했을 때, 우리는 가장 가까운 카페로 달려가서 건너치기를 하였다.",길 죄다
I accidentally let the cat out of the bag about the surprise party when I mentioned it in front of her.,뜻밖의 파티에 대하여 말하다가 실수로 그 사실을 상대편에게 알려 버리는 경우를 비유적으로 이르는 말.,뒤가 드러나다
"When the deadline approached, she ran around the office like a chicken with its head cut off, trying to finish her work on time.",마감 기한이 다가오자 그녀는 급히 일을 마무리하려고 사무실을 뛰어다니기 시작했다.,잔나비 밥 짓듯
"When she saw the state of her garden after the party, she lost her head and yelled at everyone.","그녀가 파티가 끝난 후 정원 상태를 보았을 때, 그녀는 분을 참지 못하고 모든 사람을 욕하기 시작했다.",이 갈리다
"If we want to catch the train, we need to make it snappy!",열차를 잡기 위해서는 빨리 움직여야 한다는 말.,일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 하라
The hero met his death bravely while saving the villagers from the fire.,용감하게 불을 끄기 위하여 마을 사람들을 구하다가 목숨을 잃었다.,한 줌 재가 되다
"After years of reckless living, he finally faced the consequences and was forced to meet his maker.",수년간의 무모한 생활 끝에 그는 결국 벌을 받게 되었고 죽음을 맞이하게 됨을 비유적으로 이르는 말.,한 줌 재가 되다
"He rushed through the report, but his mistakes proved that more haste, less speed was the better approach.","그는 보고서를 급히 끝냈으나, 실수가 많음을 비유적으로 이르는 말.",급한 길은 에워가라
"After the scandal broke, his name was mud in the business community.",스캔들이 터지고 나서 그의 이름은 사업계에서는 더더욱 좋지 못하게 됨을 비유적으로 이르는 말.,꼬리표 붙다
"After months of planning, they finally decided to name the day for their wedding.",몇 달간의 준비 끝에 드디어 결혼 날짜를 정하게 됨을 이르는 말.,날 잡다
"After all the bills were paid, I was left with next to nothing in my bank account.",모든 지출이 끝나고 나면 은행 계좌에 거의 돈이 없게 됨을 비유적으로 이르는 말.,한 줌도 못 되다
"She reminded herself that no pain, no gain as she pushed through the last few miles of her marathon training.",마라톤 훈련을 마치기 위하여 마지막 몇 마일을 달리던 그녀는 '아무 고통도 겪지 아니하면 아무런 성과도 얻을 수 없다는 말.'이라는 의미를 가진 관용구를 떠올렸다.,눈을 떠야 별을 보지
"The old car sat in the driveway for years, no use to man or beast.",10년이 넘는 기간 동안 차량은 주차장에 방치되어 아무도 사용하지 아니함을 비유적으로 이르는 말.,흑싸리 깝대기
"She announced her resignation without batting an eye, as if it were just another routine day at the office.",그녀는 눈썹도 꿈쩍 안 한 채로 사직서를 제출했다.,쓰다 달다 말이 없다
"I would never go bungee jumping, not in a million years!",1만 년이면 되지 않다.,기암절벽 천층석이 눈비 맞아 썩어지거든
I think he’s not playing with a full deck if he thinks he can outrun a police car.,그가 경찰차를 피해 달릴 수 있다는 생각을 하는 것은 그저 미련한 짓이라는 말.,흘게 빠지다
Fixing that leaky faucet was nothing to it; I did it in less than ten minutes!,수도꼭지를 고치기는 아주 쉬운 일임을 비유적으로 이르는 말.,주먹으로 물 찧기
"Since the deadline is approaching, I've been feeling on edge all week.",마감 기한이 다가오면서 한 주 동안 긴장감을 느꼈다.,뒤웅박 신고 얼음판에 선 것 같다
I was on pins and needles waiting for the final exam results to be posted.,최종 시험 결과가 발표되기를 기다리는 동안 매우 긴장되었다.,간이 조마조마하다
"After receiving the promotion, she felt on top of the world.",승진을 받은 후 그녀는 세상에서 제일 잘난 사람인 것처럼 느꼈다.,잔치날에 큰상 받는 기분
"In our department, the manager’s word is law, so we have to follow his instructions without question.",우리 부서에서는 매니저의 말만 믿고 따라야 한다는 말.,칼자루 잡다
"When she got accepted into her dream university, she was over the moon.",꿈에 그리던 대학에 합격한 그녀는 매우 기뻐했다.,입이 가로 터지다
I was heartbroken when I heard that my childhood pet had passed away.,어린 시절 애지중지하던 애완동물이 돌아가신 것을 듣고는 마음이 몹시 아팠다.,한 줌 재가 되다
"After battling the illness for so long, he finally pegged out last night.",오랫동안 병에 시달린 끝에昨밤에 세상을 떠났다는 말.,한 줌 재가 되다
His dream of retiring on a private island is just a pie in the sky idea.,"그는 은퇴 후에 개인의 섬에 살고 싶어 하는 꿈을 꾸고 있으나, 그것은 현실적으로 불가능한 일임을 비유적으로 이르는 말.",여물 안 먹고 잘 걷는 말
"By ignoring the safety protocols, he was really playing with fire at the construction site.",그는 건설 현장에서 안전 규정을 무시함을 비유적으로 이르는 말.,칼 물고 뜀뛰기
"After all these years, it’s hard to believe that he’s pushing up the daisies.",오랜 세월이 지나도 그가 죽었다는 사실을 믿기 어려움을 비유적으로 이르는 말.,한 줌 재가 되다
"When I heard the loud thunder during the storm, I could feel myself quake in my boots.",폭우가 쏟아지던 중에 들리던 거대한 천둥의 소리가 나를 몹시 무서워하게 됨을 비유적으로 이르는 말.,간이 오그라들다
"My grandfather lived to a ripe old age, enjoying his family and travels well into his 90s.","내 할아버지는 오십이 넘어서까지 건강하게 잘 살았고, 아들딸들과 함께 여행도 많이 다녔습니다.",검은 머리 파 뿌리 되도록
"After struggling with the difficult puzzle for hours, I finally had to say uncle and ask for help.",어려운 퍼즐을 몇 시간이나 풀려고 애쓰던 끝에 결국 도움을 청하게 됨을 이르는 말.,무릎 꿇다
"After the argument, the group decided to send him to Coventry for a while.",논쟁이 끝난 후 그룹은 그를 잠시 동안 코벤트리로 보내기로 결정했다.,헌 정승만치도 안 여긴다
"After receiving the news of her promotion, she was in seventh heaven for days.",그녀가 승진 소식을 듣고는 며칠 동안 일곱 번째 천국에 살게 됨을 이르는 말.,잔치날에 큰상 받는 기분
"When I heard that loud noise in the middle of the night, I couldn't help but shake in my boots.",밤중에 큰 소리가 나서 몹시 놀랐다는 말.,간이 오그라들다
She was shaking in her shoes before going on stage to give her speech.,연설을 하기 위하여 무대에 서기 전에 그녀는 몹시 떨고 있었다.,뒤웅박 신고 얼음판에 선 것 같다
"After a long battle with illness, she finally shuffled off this mortal coil, leaving behind cherished memories.",오랫동안 병을 앓다 보니 결국은 이 세상을 떠나게 됨을 비유적으로 이르는 말.,한 줌 재가 되다
"After that long hike, I fell into bed and slept like a log all night.",그 긴 산행을 마치고 침대에 누운 나는 한밤중을 잠시도 깨어 있지 못하고 잠들었음을 이르는 말.,발 뻗고 자다
"After a long day, I finally tucked in my kids and wished them to sleep tight.",오랜 일 끝나고 집에 돌아와 아이들을 잠들게 하여 주다. '을 표현하기에 '아이들을 침대에 눕힌다'이 적합한 관용구입니다.,발 뻗고 자다
"She may not be the fastest runner, but she believes that slow and steady wins the race during the marathon.",달리기 경주에서 가장 빠르게 달리는 사람을 이길 수 없다고 하여도 꾸준히 달려 나가는 사람이 결국에는 이김을 비유적으로 이르는 말.,돌 뚫는 화살은 없어도 돌 파는 락수는 있다
"When he heard the news of the betrayal, he was so furious he felt like he could spit blood.",그가 배반의 소식을 듣고는 몹시 분을 참지 못하고 혀를 내둘렀다.,이 갈리다
"The coffee shop is just a stone's throw from my office, making it the perfect place for a quick break.",오피스 근처에 있는 카페는 짧은 휴식을 취할 수 있는 적합한 장소입니다.,엎드러지면 코 닿을 데
That tea leaf swiped my phone while I wasn't looking!,그 놈이 내 핸드폰을 훔쳐 가 버렸다!,밤이슬 맞는 놈
"She reflected on her adventures during the vale of years, cherishing the memories of her youth.",늙은 시절을 돌아보며 젊었을 때의 추억을 간직했다.,검은 머리 파 뿌리 되도록
She threw a wobbly when she found out that someone had borrowed her favorite dress without asking.,그녀가 좋아하는 드레스를 무단으로 빌려간 것을 알게 되자 몹시 화를 내었다.,이 갈리다
"After trying for hours to fix the car, I finally decided to throw in the towel and call a mechanic.",몇 시간 동안 차를 고치려고 애쓰던 끝에 결국은 수리를 맡기기로 했다.,무릎 꿇다
"After months of trying to fix the old car, I finally decided to throw in the towel and buy a new one.",오랫동안 고생하던 옛차를 버리고 새 차를 사기로 결심했다.,무릎 꿇다
She was tickled pink when she found out she got the job she had always wanted.,그녀가 늘 원하던 일자리를 얻게 된 것을 알고 매우 기뻐함을 비유적으로 이르는 말.,입이 가로 터지다
"The donations were appreciated to a man, as everyone stepped up to help those in need.",모든 사람이 도움을 주기 위하여 나섬을 비유적으로 이르는 말.,너 나 할 것 없이
"She invested in her education to the hilt, taking extra courses and attending every workshop available.","그녀는 자신의 교육에 전적으로 투자를 하였으며, 가능한 모든 강의와 워크숍에 참석하였다.",될 수 있는 대로
I cranked the volume up to the max during the party to get everyone in the mood.,파티에 참석한 사람들의 분위기를 좋게 하기 위하여 소리를 매우 크게 틀었다.,될 수 있는 대로
"He pursued his passion for painting to the nth degree, dedicating every spare moment to perfecting his craft.",그에게는 그림을 그릴 수 있는 시간이 없다는 말.,될 수 있는 대로
"She doesn't like to toot her own horn, but her artwork has been featured in several galleries.","그녀는 자기가 한 일에 자랑하지 않지만, 그녀의 작품은 여러 갤러리에 전시되었습니다.",구렁이 제 몸 추듯
I can't believe the missing keys were right under my nose the whole time!,"키가 어디에 있는지 몰랐는데, 결국은 눈앞에 있음을 비유적으로 이르는 말.",엎드러지면 코 닿을 데
"After his involvement in the robbery, he found himself up the river for ten years.",10년 동안 감옥살이를 하게 됨을 비유적으로 이르는 말.,콩밥 맛을 보다
"In her vale of years, she often fondly reminisced about the adventures she had in her youth.",늙은 시절을 보내는 그녀가 자주 젊었을 때의 모험담을 떠올리게 됨을 이르는 말.,검은 머리 파 뿌리 되도록
"One moment he was standing there, and the next he seemed to vanish into the air.","그때는 그대로 서 있었는데, 눈 깜짝할 사이에 사라져 버렸다.",단 가마에 눈 녹듯하다
"After receiving the promotion, she felt like she was walking on air.",승진을 받은 후 그녀는 하늘을 나는 것처럼 느꼈다.,잔치날에 큰상 받는 기분
"After receiving the news of her promotion, she was walking on air all day.",그녀가 승진 소식을 듣고는 하루 종일 하늘을 나는 것처럼 기분이 좋았다.,입이 가로 터지다
I'll believe he's going to commit to that project when hell freezes over.,그가 그 프로젝트에 진심을 두고 하겠다고 말할 때는 하늘에 별이 내릴 때까지 기다려야 한다는 말.,금강산 상상봉에 물 밀어 배 띄워 평지 되거든
"First, I lost my job, and then my car broke down; truly, when it rains, it pours.",일도 잃고 차도 고장이 나서 참을 수 없는 불행을 겪는 경우를 비유적으로 이르는 말.,엎친 데 덮치다
I'll believe that he can finish a marathon when pigs fly!,그가 마라톤을 끝낼 수 있겠느냐는 말. '돼지 날개가 돋친다'이라는 관용구를 사용할 수 있습니다.,금강산 상상봉에 물 밀어 배 띄워 평지 되거든
Searching for my lost keys in the park turned out to be a wild goose chase.,나의 잃어버린 열쇠를 찾기 위하여 공원에 나섬을 비유적으로 이르는 말.,게 등에 소금 치기
We waited with bated breath for the announcement of the contest winner.,경연 결과 발표를 기다리며 긴장한 모양을 비유적으로 이르는 말.,굿 구경 간 어미 기다리듯
"After that scandal, his name is mud among the community.",그 후로 그 사람의 이름은 그 사회에서 더 이상 쓰이지 아니하게 됨을 이르는 말.,꼬리표 붙다
The math test was a piece of cake; I finished it in just ten minutes.,수학 시험은 매우 쉬웠다. 10분 만에 끝냈다.,누워서 떡 먹기
His constant criticism only added fuel to the fire during our argument.,그의 끊임없는 비판은 우리의 논쟁을 더욱 격화시켰다.,불난 집에 부채질하다
"I believe she has an axe to grind in this meeting, as she keeps bringing up issues that only affect her department.",저는 이 회의에 참석한 그녀의 의도가 무엇인지 잘 모르겠다는 말.,딴 주머니를 차다
The math test was as easy as pie; I finished it in under ten minutes!,수학 시험은 매우 쉬웠다. 10분 안에 끝냈다.,누워서 떡 먹기
"When I heard the unexpected news, I was completely at a loss for words.",뜻밖의 소식을 들었을 때는 말도 못 하게 됨을 이르는 말.,혀를 내두르다
"After the trial, he knew he would be behind bars for a long time.",재판이 끝나고 나서 그는 오랫동안 감옥에 있게 될 것임을 알고 있었다.,콩밥을 먹다
"After staying up all night studying, I thought I might black out during the exam.",밤새 공부하다 보니 시험장에 들어서니 눈이 번쩍 뜨일 것 같았다.,필름이 끊기다
"When I saw the mess in the living room after my brother's party, I nearly blew my top.",남동생의 파티가 끝나고 살림살이가 엉망이 된 것을 보니 몹시 화가 났음을 이르는 말.,뚜껑이 열리다
He tried to butter up his boss before asking for a raise by complimenting her on her recent achievements.,상사에게 인정을 받기 위하여 먼저 칭찬하는 경우를 비유적으로 이르는 말.,비행기 태우다
The politician came under fire for his controversial statements during the interview.,정치인은 인터뷰 중에 논란을 일으킨 발언에 대해 비판을 받게 됨을 비유적으로 이르는 말.,도마 위에 오르다
"She goes to the gym day in, day out to maintain her fitness.",그녀는 매일같이 체육관에 가서 체력을 유지하고 있다.,하루가 멀다 하고
"When she asked me the answer to that question, I just drew a blank.","그녀가 그 질문에 대한 답을 물었을 때, 나는 아무것도 떠오르지 못했다.",필름이 끊기다
His controversial comments during the meeting drew fire from several colleagues.,회의 중에 논란을 일으킨 그의 발언은 몇몇 직원들의 비난을 받게 됨을 이르는 말.,도마 위에 오르다
"For an experienced chef like her, preparing a five-course meal is just duck soup.",5개 코스 메뉴를 준비하는 것은 그녀에게는 쉬운 일임을 이르는 말.,누워서 떡 먹기
Learning to ride a bike again after all these years was as easy as falling off a log.,"오랜만에 자전거를 타기 시작했는데, 생각보다 어렵지 않았다는 말.",누워서 떡 먹기
The math test was easy as pie; I finished it in just fifteen minutes.,수학 시험은 매우 쉬웠다. 15분 만에 끝냈다.,누워서 떡 먹기
Solving that puzzle was easy-peasy; I finished it in under five minutes!,그 퍼즐을 푸는 것은 매우 쉬움을 비유적으로 이르는 말.,누워서 떡 먹기
