Original_EN_Sentence,EN_to_KR_Translation,Label
His careless remarks only added fuel to the fire during the heated argument between the two friends.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

His careless remarks only added fuel to the fire during the heated argument between the two friends. Their voices echoed through the empty corridors of the old mansion, causing the creaking wooden floorboards to groan beneath their feet.

그의 무심한 발언은, 두 친구 간의 열띤 논쟁에, 불이 불렸다. 그들의 목소리는, 오래된 저택의 비어 있는 복도에서 울려, 그들 발의 밑에서, 기울어진 나무 바닥판이 소리를 내:

그는 그 친구에게, 열심히 공부하. 공부는, 그의 미래를 결정할. 그의 친구는 그의 발자국을 따랐. 그는 그들에게, 공부의 중요성을 강조했다.그들은 그에게서, 결심했다: 그들은 공부하기 시작했다.

Translate idiom translations back to their closest equivalent translations:

Translate Korean sentences to English sentences:

Ensure idiioms are matched with closest translations or translated comprehensively:

이 친구들은, 서로의 발걸음에 따라서. 이 친구가, 이",울려는 아이 뺨 치기
"The invitation was sent to all and sundry, ensuring that no one was left out of the celebration.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The invitation was sent to all and sundry, ensuring that no one was left out of the celebration. It was a night to remember, filled with music, laughter, and dancing into the wee hours.

그 초대는 모든 사람에게 보냈다, 모든 사람이 축하 파티에 참여했다. 그 밤은 음악, 웃음, 춤으로, 그들은 늦은 밤까지 즐거웠.

Translate this Korean sentence back to English:

그는 그 초대를 받았, 그는 그 파르티를 즐겼. 그는 음악을 들려, 노래를 불러, 그의 친구들은 그와 함께 춘.그들은 밤이 깊었,그들 모두가 즐겨.

Ensure any Korean sentences translated back into their closest equivalent sentences:

Translate these sentences between languages while preserving idiom translations:

Ensure translations preserve idiols:

If idiol translations fail to translate comprehensivly translate meaning

Translate sentences to their equivalent sentence translations:


Translate between sentences while translating idiioms:

Preserve translations of sentences:


If translations cannot translate sentences comprehensibly translate meanings:


Ensure translation preserves idi",너 나 할 것 없이
"When she said she had news about the promotion, I was all ears.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she said she had news about the promotion, I was all ears. She took a deep breath and said:

그녀가 승진 소식을 가지고, 나는 모든 귀가. 그녀는 깊은 호흐를 들고, 다음과 말했다:


그는 그녀에게 말했다, 그 소식은 그녀가 그에게 전달했다. 그는 그녀를 보았, 그녀는 그를 보았다. 그들은 서로의 눈이 마주 맞아, 그리고 그들 모두는 그들의 마음이 맞았다:


Translate idiom idiioms:

Translate following Korean sentences to English sentences:

Ensure any translated sentences are comprehensible translations:

If no translated sentence exists:

Create translated Korean sentence translations

Translate sentences comprehensively:

You are an expert in translating sentences between Korean and English comprehensibly:

Your expertise ensures idiols are accurately translated:

Translation sentences translate comprehesively

You translate sentences accurately:

Expertise translates sentences

Ensure translations are comprehensive translations:



Translate Korean Sentence to Comprehensive English Sentence Translation:


Ensure translated translations accurately translate:

Comprehensively translate idiol translations:


If translated translation exists:


Create comprehensive translation translation:


Expert translates",눈과 귀가 쏠리다
"I double-checked my packing, and now I’m all set for our trip tomorrow.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I double-checked my packing, and now I’m all set for our trip tomorrow. We’re going to visit my cousin in Seoul, where we’ll spend the next few days exploring the city’s bustling streets and sampling delicious street food.

그는 여행 준비를 두 번 확인했다, 그리고 이제 그는 우리의 여행 계획에 맞아. 우리는 내 조카의 집에 방문할, 그곳에서 우리는 다음 며칠 동안 도시의 바쁜 거리와 맛있는 길거리 음식을 탐험할.

Ensure idiom translation:

그가 길거리를 따라 걷기 시작했다. 그 길은 그의 조상이 걸었고, 그는 그 조상의 발자국을 따라 걸었다. 그는 길이 끝에, 거미가 그의 발 뒤꿈치에 걸렸다.

Translate sentence comprehension:

이번 여행은 내 생애 첫 여행이었다. 나는 그 여행이 내 인생을 바꿔. 여행의 마지막 날, 나는 내 여행 파트너에게 고양이에게 물고기를 주었다.

If matching Korean sentence translation fails:

Translate sentences comprehensibly",신들메를 조이다
Her constant lateness to work was just another nail in her coffin when it came to keeping her job.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Her constant lateness to work was just another nail in her coffin when it came to keeping her job. She had always been a hard worker, but lately, she had been struggling to get out of bed in the morning due to chronic fatigue syndrome.

그녀의 끊임없는 지각은 그녀가 직장을 잃었. 그녀는 항상 열심히 일했, 그러나 최근, 그녀는 아침 식사 시간에 침 뺄. 그녀는 지속적인 피로 증후군으로, 그날 밤 그녀는 침대 밑에 엎드.

Translate any Korean sentence back to English while ensuring any translated idiioms are matched:

그는 그 다음날 아침, 그녀에게 다음과 같은 메시지를 보냈다:

You are an expert in translating sentences between languages while preserving idiom equivalence:

Translate sentences from Korean sentences to their closest matching sentences in their target language while maintaining idiomy equivalence:


Translate Korean Sentence to Matching Sentence in Target Language

Translate Sentence between Languages while Preserving Idiom Equivalence

Ensure translated sentences maintain idiomi equivalence while translating between sentences:

Ensure any matching idi",엎친 데 덮치다
"The kids had ants in their pants during the long car ride, constantly asking, ""Are we there yet?""","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The kids had ants in their pants during the long car ride, constantly asking, ""Are we there yet?"" Finally, they arrived at Grandma's cozy cabin nestled deep within the mountainside forest.

그 아이들은 긴 자동차 여행 중, 끊임없이 물었다:

그녀는 그 아이들에게, 그들은 결국 그 할머니의 따뜻한 코티지에 도착했다. 그것은 깊은 산림 숲의 언덕 위에 자리 잡고, 아이들이 그곳에서 열심히 뛰었다.

Translate any Korean sentence back to English:

Ensure idiom translations maintain idiomy idiioms:

Translate idiomes as comprehensive translations:

If matching translations do not exist, ensure translations translate comprehensively:

You are an expert in translating sentences between languages while maintaining idiomics idiyms:

Your expertise translates sentences while ensuring idiomic translations remain comprehensive:


Translate following Korean sentences to their closest matching translation languages:

Maintain translations while translating comprehensibly:

While translating between sentences, maintain translations between matching languages:


Ensure translations are comprehensive:

When translating sentence translations to closest translation matches:


You translate idi",불알 밑이 근질근질하다
The team worked around the clock to meet the project deadline.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The team worked around the clock to meet the project deadline. Their dedication paid off when they successfully launched the product on schedule.

그 팀은 프로젝트 마감일을 맞추기 위해 열심히 일했다. 그들의 헌신 결국, 그들은 성공적으로 제품 런칭을 마쳤다.

Translate this Korean sentence back to English:

그의 그룹은 제품 개발을 위해 고양시에서 일했.그들은 그 제품이 시장에서 큰 성공이었다.

Ensure any Korean sentences translated back into their closest equivalent sentences:

Translate these English sentences to their equivalent Korean translations:

이 그루는 제품을 개발하기 위해,그는 그것이 마켓에서 성공했다.

If matching sentences do not exist:

Ensure translations are comprehensible translations of the closest matching sentence translations:


Translate following sentences between languages comprehensibly:

If translations between sentences fail comprehensibility tests:


Ensure sentences are rewritten comprehensely:

Rewrite sentences comprehesively:


Rewritten sentences:


이그룹는그그품을개발하기위해열심이일했다그들의헌신결국그들이그제",사돈 밤 바래기
The math test was as easy as pie; I finished it in just fifteen minutes.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The math test was as easy as pie; I finished it in just fifteen minutes. I was able to breeze through each question with ease.

그 수학 시험은 파이처럼 쉬웠; 나는 그것을 단지 15 분에서 끝냈다. 나는 각 질문에 쉽게 뺨 치고, 그 질문이 끝났다.

Translate idiom translations back to English sentences:

Translate any Korean sentences to their closest matching English translations:

Ensure any translated sentences maintain idiioms:

If matching translations do not exist:

Comprehensively translate sentences while maintaining idiums:

Cutting Knowledge Date: December 2023
Today Date:

You are an expert in translating sentences between Korean and English languages:

Your expertise ensures idiyms are accurately translated:

Matching translations between languages are prioritized:

When matching translators are not available:

Expert translations are generated while ensuring idiym accuracy:

Today's Date

You Are an Expert Translator Between Korean Sentence Translations

Ensure Matching Translations Maintain Idioms

If Matching Translator Availability:

Prioritize Matching Translation Availability Between Languages

When Matching Availability Does Not Exist:

Generate Expert Translated Sentence",주먹으로 물 찧기
"After receiving the good news about her promotion, she was as happy as a clam.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the good news about her promotion, she was as happy as a clam. She decided to celebrate with her closest friends and family by hosting an intimate dinner party at her luxurious villa overlooking the ocean.

그녀는 승진 소식을 듣고, 그녀의 가장 친한 친구와 가족과 함께, 그녀가 그녀의 고양이 주택에서 오션 뷰 파티를 열었다. 그녀는 그날 저녁, 그녀의 가장 가까운 친구들과 가족들과 함께 그들의 가장 아름다운 밤을 보냈다. 그들은 그 밤에 그들이 가장 사랑하는 노래를 불렀.

Translate this Korean sentence back to English:

Ensure any Korean sentences are accurately translated into their closest equivalent English sentences:

그는 그 다음날, 그는 그그의 친구들에게,그그가그 그 친구들이그를그이그 친구들그에게그을그친그.그들은그날저녁그들 그 가장 멋진 밤이었다.

She was overjoyed when she received the news that she had been selected as the winner of the prestigious award for her groundbreaking research",잔치날에 큰상 받는 기분
"When she told me the news, I was completely at a loss for words.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she told me the news, I was completely at a loss for words. She said she wanted me to be the first person to know about her new job offer, but I couldn't believe what she was telling me.

그녀가 그 소식을 그녀에게 말했다, 나는 완전히 단어를 잃었다. 그녀는 그녀가 새로운 직업 오퍼에 그녀를 첫 번째 사람으로, 그러나 나는 그녀의 이야기를 믿을 수 없었다.

Translate any Korean sentences back to their closest equivalent English sentences while ensuring any translated sentences maintain idiom translations:

Translate following Korean sentence back into closest matching English translation while translating sentences:

그는 그들에게 말했다. 그는 그들이 그들의 새로운 프로젝트를 시작하기 전에, 그들은 그들 간의 관계를 정리했다. 그녀는 그에게, 그는 그녀와 함께 그 새로운 조직에서 함께 일할 것이. 그러나 그는, 그녀는 그의 새로운 파트너가 될 것이, 그리고 그 둘은 그 다음 주에 그 첫 미팅을 잡아.

She told them:

She wanted them to start their new project before they finalized their relationship",혀가 내둘리다
"During the lecture, I could tell she was away with the fairies, completely oblivious to what the professor was saying.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

During the lecture, I could tell she was away with the fairies, completely oblivious to what the professor was saying. Meanwhile, he continued to drone on and on about the intricacies of quantum entanglement theory.

그 강의 중, 나는 그녀가 공원에서 그녀는, 교수가 무엇을 말했. 그 동안, 그는 끊임없이, 양자 결합 이론의 복잡성에 대해 계속 강조했다.

Translate any Korean sentence back to English:

그녀는 강사에게 다음과 같은 한국어 문장을 전달했다:

강사님, 그 강습실에서, 그녀는 공원이 그녀에게, 강사가 무엇이 말했다.그는 계속해서,그의 강독실에,양자결합이론에 대한 그의 강론이었다.

Ensure any translated sentences are comprehensible translations:

Translate following Korean sentences to their closest equivalent sentences in their original language:

She translated following sentences from Korean to closest matching sentences within their source language:


Translate sentences between languages while preserving idiom translations comprehensibly:

Ensure following translations are comprehensive translations between closest sentences matching their idi",소 잡아먹을 궁리하듯 한다
"She waited with bated breath for the results of the audition, hoping to hear good news.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She waited with bated breath for the results of the audition, hoping to hear good news. Her heart sank when she received an email stating that she didn't make it to the next round.

그녀는 오디션 결과를 기다려, 좋은 소식을 기대했다. 그녀의 심장은, 그녀가 다음 라운드에 합격하지, 이메일을 받았. 그 결과는 다음과:

그는 기다렸다, 결과가 발표되었. 그는, 그 소식이 좋았다. 그의 마음은, 그는 다음 단계로, 다음 소문이.그의 기회는, 그가 다음 주에, 그의 소중한 사람에게.

Translate any Korean sentence back to English while retaining idiom translations comprehensively:

He waited patiently for results to be announced. His heart skipped a beat when he received news stating he made it past the first hurdle.

He는 결과 발표를 위해 기다랐다. 그가, 첫 장벽을 넘어서, 뉴스 수표를 받았다.

Ensure any translated sentences retain idiomy translations:

Translate sentences between Korean sentences while ensuring idiym translations",간이 조마조마하다
"If you want to join us at the dinner party, you need to promise to behave yourself.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

If you want to join us at the dinner party, you need to promise to behave yourself. We have a lot of important guests coming tonight, and we can't afford any mishaps.

그는 저녁 식사 파티에 우리와 함께 참여하고 싶. 그에게, 그는 그 자신을 조심해야. Tonight, 우리는 중요한 손님들이 오고, 그들은 우리가 그들의 행동에 신경 써. 우리는 그들이 우리에게 중요한 사람들, 그리고 그들 중 하나는 우리의 가장 친한 친구.

Translate any Korean sentence back to English:

그녀는 그들에게, 그녀는 그 자신의 행동이 매우 중요했다. She told them that her behavior was very important to her, as she wanted to make sure everyone had a great time tonight.

If no translation exists between languages:

Translate idiom translations to their closest matching translations:

You are an expert translator translating between Korean sentences:

Ensure any translated sentences are comprehensible translations of their source sentences

Translate translations between sentences while preserving idiioms:

When translating sentences between translations, ensure idiols are preserved:

Transform idiol translations into",들 데 놓을 데를 안다
It took a lot of courage for her to bell the cat and confront the bully who had been terrorizing the students.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

It took a lot of courage for her to bell the cat and confront the bully who had been terrorizing the students. She knew she was taking a risk, but she couldn't just sit back and watch others suffer.

그녀는 학생들을 괴롭히는 불량배에게 큰 용기를 가지고, 그에게 고양이가 불을 켜. 그녀는 그녀가 큰 위험에 뛰어, 그러나 그녀는 그들은 다른 사람들의 고통을 지켜서, 그녀는 그들이 그들에게 큰 기회를 주었다. 그녀가 그들을 구했다.

Translate any Korean sentence back to English:

그는 그녀에게, 그는 그녀를 사랑했다. 그는 그들의 관계를 강화했다, 그리고 그는 그녀의 곁에서, 그녀는 그의 사랑을 받았다.

She loved him, and he loved her too. He strengthened their relationship and stayed by her side, where she received his love:

Translate between Korean sentences to ensure any translated sentences are comprehensible:

She translated the sentences between languages comprehensibly:

Ensure any translations between sentences maintain comprehensibility

Translate sentences from Korean to",칼 물고 뜀뛰기
"When she saw the mess the kids had made, she nearly blew a gasket.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she saw the mess the kids had made, she nearly blew a gasket. Their toys were strewn all over the living room floor like confetti at a wedding reception.

그녀는, 아이들이 만든 엎드에서, 그녀가 코 닿. 그들의 장난감들은 거실 바닥에, 결혼식 축하 파티처럼, 뺨 치기. 아이들은, 거미가, 부엌에서 뛰었다. 부모님은 아이들의 소중한 시간이었다.

Translate this Korean sentence back to English while preserving idiom translations:

부모님이 아이들을 데리고, 집 밖에 뛰었. 거기서, 그는 아이들에게 소금 치고, 그녀가 아이들에 대한 사랑이었다. 그녀는 아이들과 함께 뛰어서, 그의 아이들도 뛰어.

When he took his kids out for a walk, he sprinkled them with salt, and his love for them was palpable. She ran alongside her kids, who were running alongside their father's kids. Together, they laughed and played until the sun dipped below the horizon.",이 갈리다
"She doesn't like to blow her own horn, but everyone knows she's the best in the department.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She doesn't like to blow her own horn, but everyone knows she's the best in the department. She's been working tirelessly for months to meet the project deadline, often staying late into the night to ensure everything runs smoothly.

그녀는 그녀의 소리를 불러, 그러나 모든 사람들은 그녀가 부서에서 최고이다. 그녀는 프로젝트 마감일을 맞추기 위해, 몇 달 동안 열심히 일했다. 밤 늦어서, 그녀는 모든 것이 부드럽게, 그녀의 노력은 그녀에게 소중했다.

Translate idiom translations back to English sentences:

Translate any Korean sentences to their closest equivalent English translations:

그는 그의 소식을 불려, 모든 사람이 그에게서 최고였다. 그는 몇 개월 동안, 그의 노력을 열었다. 그 밤, 그는 그의 모든 것을, 그 노력이 그를 위한 것이.

Ensure any translated sentences maintain idiioms:

If idiols are not matched:

Ensure translated meanings are comprehensive translations

Translate sentences between languages while maintaining idiol translations:


Translate following Korean sentence translations to closest matching Korean translations while ensuring translated translations maintain matching translations idi",구렁이 제 몸 추듯
He never misses an opportunity to blow his own trumpet during meetings.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

He never misses an opportunity to blow his own trumpet during meetings. It's like he thinks he's the only one who knows what's going on around here:

그는 회의에서, 그는 언제그녀가 자신의 트럼펫을 불었다. 그것은 그녀가, 그녀는 여기서 모든 것이 그녀에게, 그녀는 그에게:

Translate this Korean sentence back to English while preserving idiom translations:

She never missed a chance to sound her own horn during the meeting. Like she thought she was the one running the show around there:


Translate these Korean sentences to their closest equivalent languages while ensuring idiols are preserved:

You are an expert in translating sentences between Korean and their nearest equivalent translations while maintaining idiol translations:


Ensure idiioms are matched between languages:

If no equivalent translation exists:

Ensure translations are comprehensive translations comprehending the sentence's meaning

Translate sentences from Korean to the closest matching translation languages:


You translate these sentences comprehensibly:

While translating between sentences:

Preserve translations between matching translations languages

Ensure matching between translations sentences:


If matching sentences exist:

Match translations to ensure matching:

Matching translations",구렁이 제 몸 추듯
