Original_EN_Sentence,EN_to_KR_Translation,Label
I haven't seen my old college buddy in a coon's age; we really need to catch up!,대학 동창을 오랜만에 만난 경우를 비유적으로 이르는 말.,보리밥 한 솥 짓는 동안
He loves to swim in the ocean in the buff when no one else is around.,그는 아무도 안 보는 곳에 가서 속옷을 입지 않고 바다를 헤엄치기를 좋아한다는 말.,실 한 오리 안 걸치다
"After the unexpected car repair, I'm really in the hole this month.",뜻밖의 차량 수리비로 이번 달에 큰 손해를 봤음을 비유적으로 이르는 말.,고슴도치 외 따 지듯
"After the storm, the boat seemed to have vanished into thin air.",폭풍이 지나간 뒤에는 보트가 없어져 보이지 않음을 비유적으로 이르는 말.,단 가마에 눈
"After struggling with the project for hours, Jason realized he was just making excuses; it really is a poor workman who blames his tools.",몇 시간 동안 프로젝트에 애를 태우던 제이슨은 결국 그저 핑계만 대고 있음을 깨닫게 됨을 비유적으로 이르는 말.,쓸 줄 모르는 것이 책부터 나무란다
The math test was a piece of cake; I finished it in just fifteen minutes!,수학 시험은 매우 쉬웠다. 15분 만에 끝냈다.,주먹으로 물 찧기
Make sure to keep your eyes peeled for any signs of wildlife while we're hiking in the forest.,숲을 걸을 때는 야생 동물의 징조를 잘 알아야 한다는 말.,신경 쓰다
"After a long and fulfilling life, my grandfather finally kicked the bucket last summer.",할아버지가 오래 살다 보니 여든을 넘어서서 여름에 세상을 떠났습니다.,한 줌 재가 되다
"When the rain started pouring, we had to leg it to the nearest cafe to stay dry.","비가 쏟아지기 시작했을 때, 우리는 가장 가까운 카페로 달려가서 건너치기를 하였다.",길 죄다
I accidentally let the cat out of the bag about the surprise party when I mentioned it in front of her.,뜻밖의 파티에 대하여 말하다가 실수로 비밀을 누설함을 이르는 말. '을 표현하기에 '고양이 껍질을 벗기다'이 적합한 관용구입니다.,뒤가 드러나다
"When the deadline approached, she ran around the office like a chicken with its head cut off, trying to finish her work on time.",마감 기한이 다가오자 그녀는 사무실을 뛰어다니며 일찍 끝내야 할 일을 급히 마치려고 했다.,잔나비 밥 짓듯
"When she saw the state of her garden after the party, she lost her head and yelled at everyone.","그녀가 파티 후 정원 상태를 보았을 때, 그녀는 분을 참지 못하고 모든 사람을 욕했다.",이 갈리다
"If we want to catch the train, we need to make it snappy!",열차를 잡으려면 서둘러야 한다!,일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 하라
The hero met his death bravely while saving the villagers from the fire.,용감하게 마을 사람들을 불을 피우는 화로부터 구해주다가는 자기 목숨을 잃게 된다는 말.,한 줌 재가 되다
"After years of reckless living, he finally faced the consequences and was forced to meet his maker.",여러 해 동안 무모하게 살아온 끝에 그는 결국 벌을 받게 됨을 비유적으로 이르는 말.,한 줌 재가 되다
"He rushed through the report, but his mistakes proved that more haste, less speed was the better approach.",그는 보고서를 급히 마치려다가 오히려 실수함을 비유적으로 이르는 말.,급한 길은 에워가라
"After the scandal broke, his name was mud in the business community.",그 후로 그의 이름은 비난의 대상으로만 알려지게 됨을 비유적으로 이르는 말.,꼬리표 붙다
"After months of planning, they finally decided to name the day for their wedding.","여러 달 동안 결혼 날짜를 정하려고 애쓰던 끝에, 결국 그날을 정하게 됨을 이르는 말.",날 잡다
"After all the bills were paid, I was left with next to nothing in my bank account.",모든 지출이 끝나고 나면 거의 아무 돈도 없게 된다는 말.,한 줌도 못 되다
"She reminded herself that no pain, no gain as she pushed through the last few miles of her marathon training.","마라톤 훈련을 마치기 위하여 마지막 몇 마일을 힘껏 달리던 중에 '아무 고통도 겪지 않으면 성과도 있을 수 없다는 말.'이라는 뜻을 가진 관용구를 봤는데, 무슨 뜻인지 알려주시겠어요?",눈을 떠야 별을 보지
"The old car sat in the driveway for years, no use to man or beast.",10년이 넘는 기간 동안 차량은 운행되지 않았고 아무에게나 쓸모가 없게 된 상태를 이르는 말.,흑싸리 깝대기
"She announced her resignation without batting an eye, as if it were just another routine day at the office.",그녀는 눈썹도 꿈쩍 안 한 채로 사임을 발표했다.  그저 일의 일환인 듯.,쓰다 달다 말이 없다
"I would never go bungee jumping, not in a million years!",1만 년이면 안 될 것 같다.,기암절벽 천층석이 눈비 맞아 썩어지거든
I think he’s not playing with a full deck if he thinks he can outrun a police car.,그가 경찰차를 피할 수 있다는 생각을 하는 것은 머리가 좋지 못함을 비유적으로 이르는 말.,흘게 빠지다
Fixing that leaky faucet was nothing to it; I did it in less than ten minutes!,수도꼭지를 고치기는 아주 쉬운 일임을 비유적으로 이르는 말.,주먹으로 물 찧기
"Since the deadline is approaching, I've been feeling on edge all week.",마감 기한이 다가오면서 일주일 간에 걸쳐 긴장감을 느꼈다.,뒤웅박 신고 얼음판에 선 것 같다
I was on pins and needles waiting for the final exam results to be posted.,시험 결과를 기다리는 동안 매우 긴장되었다는 말.,간이 조마조마하다
"After receiving the promotion, she felt on top of the world.",승진을 받고 나서 그녀는 세상이 hers라는 생각을 하게 되었다.,잔치날에 큰상 받는 기분
"In our department, the manager’s word is law, so we have to follow his instructions without question.",우리 부서에서는 매니저의 말은 법이니 그 말대로 행동해야 함을 이르는 말.,칼자루 잡다
"When she got accepted into her dream university, she was over the moon.",꿈에 그리던 대학에 합격한 그녀는 매우 기뻐했다.,입이 가로 터지다
I was heartbroken when I heard that my childhood pet had passed away.,어린 시절에 애지중지하던 애완동물이 돌아가신 것을 듣고는 마음이 매우 아팠다.,한 줌 재가 되다
"After battling the illness for so long, he finally pegged out last night.",오랫동안 병에 시달린 끝에昨밤에 세상을 떠났다는 말.,한 줌 재가 되다
His dream of retiring on a private island is just a pie in the sky idea.,"그는 은퇴 후 개인의 섬에 살고 싶어 하는 꿈을 꾸고 있으나, 그것은 현실에서 이루어질 수 없는 꿈임을 비유적으로 이르는 말.",여물 안 먹고 잘 걷는 말
"By ignoring the safety protocols, he was really playing with fire at the construction site.",그는 건설 현장에서 안전 규정을 무시함을 비유적으로 이르는 말.,칼 물고 뜀뛰기
"After all these years, it’s hard to believe that he’s pushing up the daisies.",오랜 세월이 지나도 그가 죽었다는 사실을 믿기 어려움을 비유적으로 이르는 말.,한 줌 재가 되다
"When I heard the loud thunder during the storm, I could feel myself quake in my boots.",폭우가 쏟아지던 중에 들리던 엄청난 천둥소리가 나를 무서워하게 만들었다는 말.,간이 오그라들다
"My grandfather lived to a ripe old age, enjoying his family and travels well into his 90s.","내 할아버지는 오래 살았는데, 그 나이가 많아지면서도 여행을 자주 다녔고, 자식들과 함께 지냈음을 이르는 말.",검은 머리 파 뿌리 되도록
"After struggling with the difficult puzzle for hours, I finally had to say uncle and ask for help.",어려운 퍼즐을 몇 시간이나 풀어보았으나 결국 도움을 청하게 됨을 비유적으로 이르는 말.,무릎 꿇다
"After the argument, the group decided to send him to Coventry for a while.",논쟁이 끝난 후 그룹은 잠시 동안 그를 코번트리로 보내기로 결정했다.,헌 정승만치도 안 여긴다
"After receiving the news of her promotion, she was in seventh heaven for days.",그녀가 승진 소식을 듣고는 일주일 동안 하늘을 나는 것처럼 기뻤다는 말.,잔치날에 큰상 받는 기분
"When I heard that loud noise in the middle of the night, I couldn't help but shake in my boots.",밤중에 큰 소리가 나서 몹시 놀랐다는 말.,간이 오그라들다
She was shaking in her shoes before going on stage to give her speech.,연설을 하기 위하여 무대에 오르기 전에 그녀는 몹시 떨고 있었다.,뒤웅박 신고 얼음판에 선 것 같다
"After a long battle with illness, she finally shuffled off this mortal coil, leaving behind cherished memories.",오랜병을 앓고 나서 그녀는 이 세상을 떠나게 됨을 비유적으로 이르는 말.,한 줌 재가 되다
"After that long hike, I fell into bed and slept like a log all night.",그 긴 산행을 마치고 침대에 누우면 잠이 오기만 할 것 같다는 말.,발 뻗고 자다
"After a long day, I finally tucked in my kids and wished them to sleep tight.",오랜 일 끝에 집에 돌아와 자식들을 눕혔고 잠시 눈을 붙이게 하였다.,발 뻗고 자다
"She may not be the fastest runner, but she believes that slow and steady wins the race during the marathon.",달리기에는 속도가 빠르지 않아도 마라톤 경주에서는 천천히 가도 이김을 비유적으로 이르는 말.,돌 뚫는 화살은 없어도 돌 파는 락수는 있다
"When he heard the news of the betrayal, he was so furious he felt like he could spit blood.",그가 배반 소식을 듣고는 분을 참지 못하고 혀를 내둘렀다.,이 갈리다
"The coffee shop is just a stone's throw from my office, making it the perfect place for a quick break.",오피스 근처에 있는 카페는 짧은 휴식을 취할 수 있는 적합한 장소입니다.,엎드러지면 코 닿을 데
That tea leaf swiped my phone while I wasn't looking!,그 놈이 내 폰을 빼앗아 가 버렸다!,밤이슬 맞는 놈
"She reflected on her adventures during the vale of years, cherishing the memories of her youth.",늙은이 된 후에 그녀는 젊은 시절의 추억을 되새겨 보냄을 비유적으로 이르는 말.,검은 머리 파 뿌리 되도록
She threw a wobbly when she found out that someone had borrowed her favorite dress without asking.,그녀가 좋아하는 드레스를 무단으로 빌려간 것을 알고 매우 화를 냈음을 비유적으로 이르는 말.,이 갈리다
"After trying for hours to fix the car, I finally decided to throw in the towel and call a mechanic.",몇 시간 동안 차를 고치려고 애쓰던 끝에 결국 수리공을 부르기로 결심했다.,무릎 꿇다
"After months of trying to fix the old car, I finally decided to throw in the towel and buy a new one.",오랫동안 고생하던 것을 버리고 새로 시작하는 경우를 비유적으로 이르는 말. '을 표현할 수 있는 관용 표현은 무엇인가요?,무릎 꿇다
She was tickled pink when she found out she got the job she had always wanted.,그녀가 늘 원하던 일자리를 얻었음을 알게 되자 매우 기뻐했다는 말.,입이 가로 터지다
"The donations were appreciated to a man, as everyone stepped up to help those in need.",모든 사람이 도움을 필요로 하는 사람들을 돕기 위하여 자발적으로 기부함을 비유적으로 이르는 말.,너 나 할 것 없이
"She invested in her education to the hilt, taking extra courses and attending every workshop available.","그녀는 교육에 전적으로 투자하였으며, 가능한 모든 강의와 워크숍에 참석하였습니다.",될 수 있는 대로
I cranked the volume up to the max during the party to get everyone in the mood.,파티에 참석한 사람들의 분위기를 좋게 하기 위하여 소리를 매우 크게 틀었다.,될 수 있는 대로
"He pursued his passion for painting to the nth degree, dedicating every spare moment to perfecting his craft.",그에게는 그림을 그리는 것이 매우 중요함을 비유적으로 이르는 말.,될 수 있는 대로
"She doesn't like to toot her own horn, but her artwork has been featured in several galleries.",그녀는 자기가 그린 그림이 얼마나 훌륭한지 자랑하기를 꺼려함을 비유적으로 이르는 말.,구렁이 제 몸 추듯
I can't believe the missing keys were right under my nose the whole time!,제가 찾던 열쇠는 제가 보지 아니하고 있었던 것이었다는 말. '을 잘 나타낼까요?,엎드러지면 코 닿을 데
"After his involvement in the robbery, he found himself up the river for ten years.",10년 동안 감옥살이를 하게 됨을 비유적으로 이르는 말.,콩밥 맛을 보다
"In her vale of years, she often fondly reminisced about the adventures she had in her youth.",늙어서는 옛날의 추억을 자주 떠올리게 됨을 비유적으로 이르는 말.,검은 머리 파 뿌리 되도록
"One moment he was standing there, and the next he seemed to vanish into the air.",한 순간에 그 자리에서 사라진 것처럼 보였다.,단 가마에 눈 녹듯하다
"After receiving the promotion, she felt like she was walking on air.",승진을 받은 후 그녀는 하늘을 나는 것처럼 느껴졌다.,잔치날에 큰상 받는 기분
"After receiving the news of her promotion, she was walking on air all day.",그녀가 승진 소식을 듣고 나서 하루종일 하늘을 나는 것 같았다.,입이 가로 터지다
I'll believe he's going to commit to that project when hell freezes over.,그가 그 프로젝트에 진심을 두고 하겠다고 말할 때는 하늘에 별이 내릴 때까지 기다려야 한다는 말.,금강산 상상봉에 물 밀어 배 띄워 평지 되거든
"First, I lost my job, and then my car broke down; truly, when it rains, it pours.",일도 잃고 차도 고장나니 참을 수 없을 만큼 큰 불행을 겪게 됨을 비유적으로 이르는 말.,엎친 데 덮치다
I'll believe that he can finish a marathon when pigs fly!,그가 마라톤을 끝내겠다고 말하면 돼지 날개 달고 날아오기를 바란다는 말.,금강산 상상봉에 물 밀어 배 띄워 평지 되거든
Searching for my lost keys in the park turned out to be a wild goose chase.,키를 찾으려고 공원에 나섰는데 도무지 찾을 수 없음을 비유적으로 이르는 말.,게 등에 소금 치기
We waited with bated breath for the announcement of the contest winner.,경연의 결과를 기다리며 긴장한 상태를 비유적으로 이르는 말.,굿 구경 간 어미 기다리듯
"After that scandal, his name is mud among the community.",그 후로 그 사람의 이름은 그 사회에서 더 이상 쓰이지 아니하게 됨을 이르는 말.,꼬리표 붙다
The math test was a piece of cake; I finished it in just ten minutes.,수학 시험은 매우 쉬웠다. 10분 만에 끝냈다.,누워서 떡 먹기
His constant criticism only added fuel to the fire during our argument.,우리 사이에 다툼이 생겼을 때 그의 계속된 비판은 오히려 화를 더 돋우는 것이었다.,불난 집에 부채질하다
"I believe she has an axe to grind in this meeting, as she keeps bringing up issues that only affect her department.",저는 이 회의에서 그녀는 자기 부서만을 위한 사안을 끄집어 내면서 이익을 얻으려고 하는 사람이라는 생각을 가지고 있습니다.,딴 주머니를 차다
The math test was as easy as pie; I finished it in under ten minutes!,수학 시험은 매우 쉬웠다. 10분 안에 끝냈다.,누워서 떡 먹기
"When I heard the unexpected news, I was completely at a loss for words.",뜻밖의 소식을 들었을 때 말문이 막혀 아무 말도 못 하게 되다.,혀를 내두르다
"After the trial, he knew he would be behind bars for a long time.",재판이 끝나고 나서 그는 오랫동안 감옥살이를 하게 될 것이라는 사실을 알게 되었다.,콩밥을 먹다
"After staying up all night studying, I thought I might black out during the exam.",밤새 공부하다 보니 시험장에 들어서니 눈이 번쩍 뜨일 것 같았다.,필름이 끊기다
"When I saw the mess in the living room after my brother's party, I nearly blew my top.",남동생의 파티 후 살림살이가 엉망이 된 것을 보니 몹시 화가 났음을 비유적으로 이르는 말.,뚜껑이 열리다
He tried to butter up his boss before asking for a raise by complimenting her on her recent achievements.,상사에게 인정을 받기 위하여 상사의 업적을 칭찬함을 비유적으로 이르는 말.,비행기 태우다
The politician came under fire for his controversial statements during the interview.,정치인은 인터뷰 중에 논란을 일으킨 발언에 대하여 비판을 받게 됨을 이르는 말.,도마 위에 오르다
"She goes to the gym day in, day out to maintain her fitness.",그녀는 매일같이 체육관에 다니며 자신의 체형을 유지하고 있다.,하루가 멀다 하고
"When she asked me the answer to that question, I just drew a blank.","그녀가 그 질문에 대한 답을 물었을 때, 나는 아무 말도 못 하게 됨을 이르는 말.",필름이 끊기다
His controversial comments during the meeting drew fire from several colleagues.,회의 중에 논란을 일으킨 그의 발언에 몇몇 직원들이 화를 냈다.,도마 위에 오르다
"For an experienced chef like her, preparing a five-course meal is just duck soup.",5가지 코스 메뉴를 차려 놓는 것은 요리 실력이 있는 사람에게는 손쉽게 할 수 있는 일임을 비유적으로 이르는 말.,누워서 떡 먹기
Learning to ride a bike again after all these years was as easy as falling off a log.,오랜만에 자전거를 타는 것은 매우 쉬웠다.,누워서 떡 먹기
The math test was easy as pie; I finished it in just fifteen minutes.,수학 시험은 매우 쉬웠다. 15분 만에 끝냈다.,누워서 떡 먹기
